party;newspaper;politician;count;mean;score
SPD;www.faz.net;Johannes Kahrs;37;-0.1218;-121
SPD;www.faz.net;Jusos;51;-0.1277;-127
SPD;www.faz.net;Karl Lauterbach;39;-0.148;-148
SPD;www.faz.net;Katarina Barley;177;-0.118;-117
SPD;www.faz.net;Lars Klingbeil;73;-0.0637;-63
SPD;www.faz.net;Malu Dreyer;146;-0.1394;-139
SPD;www.faz.net;Manuela Schwesig;162;-0.102;-101
SPD;www.faz.net;Martin Schulz;2306;-0.0836;-83
SPD;www.faz.net;Michael Müller;79;-0.0716;-71
SPD;www.faz.net;Natascha Kohnen;396;-0.0024;-2
SPD;www.faz.net;Olaf Scholz;464;-0.0983;-98
SPD;www.faz.net;Peer Steinbrück;92;-0.0806;-80
SPD;www.faz.net;Ralf Stegner;184;-0.1373;-137
SPD;www.faz.net;SPD;6383;-0.0805;-80
SPD;www.faz.net;Sigmar Gabriel;1413;-0.1333;-133
SPD;www.faz.net;Stephan Weil;132;-0.1414;-141
SPD;www.faz.net;Thomas Oppermann;155;-0.0891;-89
SPD;www.faz.net;Thorsten Schäfer-Gümbel;167;-0.0825;-82
SPD;www.focus.de;Andrea Nahles;1669;-0.1369;-136
SPD;www.focus.de;Barbara Hendricks;422;-0.084;-83
SPD;www.focus.de;Brigitte Zypries;292;-0.0316;-31
SPD;www.focus.de;Burkhard Lischka;48;-0.1498;-149
SPD;www.focus.de;Carsten Schneider;51;-0.0375;-37
SPD;www.focus.de;Carsten Sieling;82;-0.0245;-24
SPD;www.focus.de;Dietmar Woidke;139;-0.0467;-46
SPD;www.focus.de;Eva Högl;53;-0.1203;-120
SPD;www.focus.de;Frank-Walter Steinmeier;1070;-0.1533;-153
SPD;www.focus.de;Franziska Giffey;95;-0.1399;-139
SPD;www.focus.de;Heiko Maas;1085;-0.2465;-246
SPD;www.focus.de;Hilde Mattheis;34;-0.1145;-114
SPD;www.focus.de;Hubertus Heil;211;-0.0957;-95
SPD;www.focus.de;Johannes Kahrs;47;-0.1822;-182
SPD;www.focus.de;Jusos;197;-0.1015;-101
SPD;www.focus.de;Karl Lauterbach;60;-0.1464;-146
SPD;www.focus.de;Katarina Barley;405;-0.1478;-147
SPD;www.focus.de;Lars Klingbeil;234;-0.0534;-53
SPD;www.focus.de;Malu Dreyer;592;-0.0934;-93
SPD;www.focus.de;Manuela Schwesig;607;-0.0909;-90
SPD;www.focus.de;Martin Schulz;4933;-0.1412;-141
SPD;www.focus.de;Matthias Miersch;51;-0.0918;-91
SPD;www.focus.de;Michael Müller;281;-0.0924;-92
SPD;www.focus.de;Natascha Kohnen;197;-0.0502;-50
SPD;www.focus.de;Olaf Scholz;1130;-0.1168;-116
SPD;www.focus.de;Peer Steinbrück;98;-0.1262;-126
SPD;www.focus.de;Peter Tschentscher;74;-0.0327;-32
SPD;www.focus.de;Ralf Stegner;742;-0.1287;-128
SPD;www.focus.de;SPD;10443;-0.1088;-108
SPD;www.focus.de;Sigmar Gabriel;2054;-0.1668;-166
SPD;www.focus.de;Stephan Weil;301;-0.0998;-99
SPD;www.focus.de;Svenja Schulze;98;-0.0358;-35
SPD;www.focus.de;Thomas Oppermann;308;-0.2011;-201
SPD;www.focus.de;Thorsten Schäfer-Gümbel;267;-0.0767;-76
SPD;www.fr.de;Andrea Nahles;607;-0.0685;-68
SPD;www.fr.de;Andreas Schwarz;79;-0.1223;-122
SPD;www.fr.de;Barbara Hendricks;213;-0.0913;-91
SPD;www.fr.de;Brigitte Zypries;114;-0.105;-104
SPD;www.fr.de;Frank-Walter Steinmeier;371;-0.1421;-142
SPD;www.fr.de;Franziska Giffey;35;-0.069;-68
SPD;www.fr.de;Heiko Maas;456;-0.2121;-212
SPD;www.fr.de;Hubertus Heil;74;-0.0328;-32
SPD;www.fr.de;Jusos;42;-0.0777;-77
SPD;www.fr.de;Katarina Barley;177;-0.0935;-93
SPD;www.fr.de;Lars Klingbeil;76;-0.0838;-83
SPD;www.fr.de;Malu Dreyer;94;-0.0658;-65
SPD;www.fr.de;Manuela Schwesig;136;-0.0833;-83
SPD;www.fr.de;Martin Schulz;1894;-0.0968;-96
SPD;www.fr.de;Olaf Scholz;426;-0.1216;-121
SPD;www.fr.de;Ralf Stegner;104;-0.1064;-106
SPD;www.fr.de;SPD;5183;-0.0883;-88
SPD;www.fr.de;Sigmar Gabriel;1039;-0.1401;-140
SPD;www.fr.de;Stephan Weil;133;-0.0646;-64
SPD;www.fr.de;Thomas Oppermann;126;-0.1043;-104
SPD;www.gruene.de;SPD;68;-0.2567;-256
SPD;www.handelsblatt.de;Andrea Nahles;308;-0.0524;-52
SPD;www.handelsblatt.de;Barbara Hendricks;96;-0.1032;-103
SPD;www.handelsblatt.de;Brigitte Zypries;133;-0.0514;-51
SPD;www.handelsblatt.de;Frank-Walter Steinmeier;196;-0.0804;-80
SPD;www.handelsblatt.de;Heiko Maas;135;-0.2211;-221
SPD;www.handelsblatt.de;Hubertus Heil;42;0.0126;12
SPD;www.handelsblatt.de;Katarina Barley;158;-0.0239;-23
SPD;www.handelsblatt.de;Lars Klingbeil;33;0.0;0
SPD;www.handelsblatt.de;Manuela Schwesig;44;-0.053;-52
SPD;www.handelsblatt.de;Martin Schulz;994;-0.0788;-78
SPD;www.handelsblatt.de;Olaf Scholz;148;-0.1112;-111
SPD;www.handelsblatt.de;SPD;2584;-0.0938;-93
SPD;www.handelsblatt.de;Sigmar Gabriel;608;-0.1049;-104
SPD;www.handelsblatt.de;Stephan Weil;53;-0.0733;-73
SPD;www.handelsblatt.de;Thomas Oppermann;71;-0.1405;-140
SPD;www.huffingtonpost.de;Andrea Nahles;333;-0.0818;-81
SPD;www.huffingtonpost.de;Barbara Hendricks;94;-0.0928;-92
SPD;www.huffingtonpost.de;Brigitte Zypries;80;-0.105;-104
SPD;www.huffingtonpost.de;Frank-Walter Steinmeier;283;-0.0855;-85
SPD;www.huffingtonpost.de;Heiko Maas;267;-0.159;-158
SPD;www.huffingtonpost.de;Hubertus Heil;49;-0.0199;-19
SPD;www.huffingtonpost.de;Jusos;53;0.0102;10
SPD;www.huffingtonpost.de;Katarina Barley;130;-0.1133;-113
SPD;www.huffingtonpost.de;Lars Klingbeil;34;-0.0755;-75
SPD;www.huffingtonpost.de;Malu Dreyer;62;-0.0754;-75
SPD;www.huffingtonpost.de;Manuela Schwesig;112;-0.0601;-60
SPD;www.huffingtonpost.de;Martin Schulz;2098;-0.0976;-97
SPD;www.huffingtonpost.de;Michael Müller;38;-0.1144;-114
SPD;www.huffingtonpost.de;Olaf Scholz;186;-0.1393;-139
SPD;www.huffingtonpost.de;Peer Steinbrück;35;-0.0787;-78
SPD;www.huffingtonpost.de;Ralf Stegner;243;-0.1352;-135
SPD;www.huffingtonpost.de;SPD;3301;-0.1032;-103
SPD;www.huffingtonpost.de;Sigmar Gabriel;827;-0.1507;-150
SPD;www.huffingtonpost.de;Stephan Weil;43;-0.1698;-169
SPD;www.huffingtonpost.de;Thomas Oppermann;145;-0.1236;-123
SPD;www.huffingtonpost.de;Thorsten Schäfer-Gümbel;54;-0.1034;-103
SPD;www.jungefreiheit.de;Frank-Walter Steinmeier;50;-0.2145;-214
SPD;www.jungefreiheit.de;Heiko Maas;164;-0.3107;-310
SPD;www.jungefreiheit.de;Katarina Barley;44;-0.1541;-154
SPD;www.jungefreiheit.de;Manuela Schwesig;36;-0.1231;-123
SPD;www.jungefreiheit.de;Martin Schulz;175;-0.1101;-110
SPD;www.jungefreiheit.de;Ralf Stegner;54;-0.1796;-179
SPD;www.jungefreiheit.de;SPD;727;-0.1783;-178
SPD;www.jungefreiheit.de;Sigmar Gabriel;123;-0.1546;-154
SPD;www.jungewelt.de;Andrea Nahles;98;-0.0488;-48
SPD;www.jungewelt.de;Barbara Hendricks;36;-0.0735;-73
SPD;www.jungewelt.de;Frank-Walter Steinmeier;56;-0.1481;-148
SPD;www.jungewelt.de;Heiko Maas;65;-0.1191;-119
SPD;www.jungewelt.de;Martin Schulz;237;-0.0666;-66
SPD;www.jungewelt.de;Olaf Scholz;95;-0.1826;-182
SPD;www.jungewelt.de;SPD;1097;-0.1104;-110
SPD;www.jungewelt.de;Sigmar Gabriel;174;-0.0786;-78
SPD;www.n-tv.de;Andrea Nahles;649;-0.1095;-109
SPD;www.n-tv.de;Barbara Hendricks;187;-0.1091;-109
SPD;www.n-tv.de;Brigitte Zypries;132;-0.0998;-99
SPD;www.n-tv.de;Burkhard Lischka;34;-0.2272;-227
SPD;www.n-tv.de;Frank-Walter Steinmeier;478;-0.1664;-166
SPD;www.n-tv.de;Heiko Maas;358;-0.2612;-261
SPD;www.n-tv.de;Hubertus Heil;71;-0.1758;-175
SPD;www.n-tv.de;Johannes Kahrs;32;-0.195;-195
SPD;www.n-tv.de;Jusos;51;-0.1258;-125
SPD;www.n-tv.de;Katarina Barley;196;-0.1711;-171
SPD;www.n-tv.de;Lars Klingbeil;153;-0.1069;-106
SPD;www.n-tv.de;Malu Dreyer;127;-0.0964;-96
SPD;www.n-tv.de;Manuela Schwesig;201;-0.0931;-93
SPD;www.n-tv.de;Martin Schulz;2172;-0.1412;-141
SPD;www.n-tv.de;Michael Müller;58;-0.0639;-63
SPD;www.n-tv.de;Olaf Scholz;370;-0.1373;-137
SPD;www.n-tv.de;Peer Steinbrück;55;-0.2345;-234
SPD;www.n-tv.de;Ralf Stegner;159;-0.0863;-86
SPD;www.n-tv.de;SPD;3477;-0.1419;-141
SPD;www.n-tv.de;Sigmar Gabriel;1069;-0.171;-171
SPD;www.n-tv.de;Stephan Weil;109;-0.0752;-75
SPD;www.n-tv.de;Thomas Oppermann;150;-0.1699;-169
SPD;www.n-tv.de;Thorsten Schäfer-Gümbel;69;-0.0648;-64
SPD;www.neues-deutschland.de;Andrea Nahles;331;-0.0809;-80
SPD;www.neues-deutschland.de;Barbara Hendricks;116;-0.0939;-93
SPD;www.neues-deutschland.de;Brigitte Zypries;74;-0.1099;-109
SPD;www.neues-deutschland.de;Dietmar Woidke;141;-0.063;-62
SPD;www.neues-deutschland.de;Eva Högl;47;-0.0757;-75
SPD;www.neues-deutschland.de;Frank-Walter Steinmeier;296;-0.1331;-133
SPD;www.neues-deutschland.de;Franziska Giffey;35;-0.0875;-87
SPD;www.neues-deutschland.de;Heiko Maas;216;-0.221;-221
SPD;www.neues-deutschland.de;Hilde Mattheis;38;-0.1957;-195
SPD;www.neues-deutschland.de;Hubertus Heil;72;-0.0732;-73
SPD;www.neues-deutschland.de;Jungsozialisten;48;-0.0897;-89
SPD;www.neues-deutschland.de;Jusos;91;-0.0808;-80
SPD;www.neues-deutschland.de;Katarina Barley;110;-0.1389;-138
SPD;www.neues-deutschland.de;Lars Klingbeil;35;-0.0365;-36
SPD;www.neues-deutschland.de;Malu Dreyer;53;-0.0648;-64
SPD;www.neues-deutschland.de;Manuela Schwesig;160;-0.0357;-35
SPD;www.neues-deutschland.de;Martin Schulz;950;-0.1131;-113
SPD;www.neues-deutschland.de;Michael Müller;183;-0.0896;-89
SPD;www.neues-deutschland.de;Natascha Kohnen;34;-0.0867;-86
SPD;www.neues-deutschland.de;Olaf Scholz;246;-0.093;-92
SPD;www.neues-deutschland.de;Peer Steinbrück;52;-0.0952;-95
SPD;www.neues-deutschland.de;Ralf Stegner;122;-0.1114;-111
SPD;www.neues-deutschland.de;SPD;5277;-0.0873;-87
SPD;www.neues-deutschland.de;Sigmar Gabriel;658;-0.1344;-134
SPD;www.neues-deutschland.de;Stephan Weil;78;-0.1698;-169
SPD;www.neues-deutschland.de;Thomas Oppermann;98;-0.0886;-88
SPD;www.neues-deutschland.de;Thorsten Schäfer-Gümbel;40;-0.0612;-61
SPD;www.spiegel.de;Andrea Nahles;1267;-0.1142;-114
SPD;www.spiegel.de;Barbara Hendricks;257;-0.0721;-72
SPD;www.spiegel.de;Brigitte Zypries;149;-0.126;-126
SPD;www.spiegel.de;Carsten Schneider;42;-0.136;-136
SPD;www.spiegel.de;Frank-Walter Steinmeier;754;-0.1532;-153
SPD;www.spiegel.de;Franziska Giffey;39;-0.0659;-65
SPD;www.spiegel.de;Heiko Maas;812;-0.2655;-265
SPD;www.spiegel.de;Hubertus Heil;100;-0.0687;-68
SPD;www.spiegel.de;Johannes Kahrs;37;-0.1173;-117
SPD;www.spiegel.de;Jusos;115;-0.1719;-171
SPD;www.spiegel.de;Karl Lauterbach;52;-0.1511;-151
SPD;www.spiegel.de;Katarina Barley;250;-0.1937;-193
SPD;www.spiegel.de;Lars Klingbeil;118;-0.0746;-74
SPD;www.spiegel.de;Malu Dreyer;169;-0.1301;-130
SPD;www.spiegel.de;Manuela Schwesig;303;-0.1382;-138
SPD;www.spiegel.de;Martin Schulz;3867;-0.1312;-131
SPD;www.spiegel.de;Matthias Miersch;37;-0.1869;-186
SPD;www.spiegel.de;Michael Müller;102;-0.1887;-188
SPD;www.spiegel.de;Olaf Scholz;839;-0.1463;-146
SPD;www.spiegel.de;Peer Steinbrück;89;-0.2553;-255
SPD;www.spiegel.de;Ralf Stegner;356;-0.1941;-194
SPD;www.spiegel.de;SPD;5750;-0.1263;-126
SPD;www.spiegel.de;Sigmar Gabriel;1996;-0.1631;-163
SPD;www.spiegel.de;Stephan Weil;158;-0.1213;-121
SPD;www.spiegel.de;Thomas Oppermann;218;-0.224;-224
SPD;www.spiegel.de;Thorsten Schäfer-Gümbel;69;-0.1009;-100
SPD;www.stern.de;Andrea Nahles;209;-0.0356;-35
SPD;www.stern.de;Barbara Hendricks;58;-0.0417;-41
SPD;www.stern.de;Frank-Walter Steinmeier;283;-0.0778;-77
SPD;www.stern.de;Heiko Maas;209;-0.2061;-206
SPD;www.stern.de;Katarina Barley;68;-0.1343;-134
SPD;www.stern.de;Lars Klingbeil;40;-0.003;-3
SPD;www.stern.de;Malu Dreyer;46;-0.061;-60
SPD;www.stern.de;Manuela Schwesig;48;-0.0822;-82
SPD;www.stern.de;Martin Schulz;760;-0.084;-84
SPD;www.stern.de;Olaf Scholz;130;-0.0825;-82
SPD;www.stern.de;Peer Steinbrück;34;-0.0548;-54
SPD;www.stern.de;Ralf Stegner;65;-0.1498;-149
SPD;www.stern.de;SPD;1470;-0.0905;-90
SPD;www.stern.de;Sigmar Gabriel;396;-0.1082;-108
SPD;www.stern.de;Thomas Oppermann;45;-0.0499;-49
SPD;www.sueddeutsche.de;Andrea Nahles;719;-0.0549;-54
SPD;www.sueddeutsche.de;Barbara Hendricks;374;-0.0688;-68
SPD;www.sueddeutsche.de;Brigitte Zypries;200;-0.0802;-80
SPD;www.sueddeutsche.de;Carsten Schneider;51;-0.1006;-100
SPD;www.sueddeutsche.de;Carsten Sieling;38;-0.055;-55
SPD;www.sueddeutsche.de;Dietmar Woidke;189;-0.0732;-73
SPD;www.sueddeutsche.de;Eva Högl;37;-0.0837;-83
SPD;www.sueddeutsche.de;Florian Pronold;42;0.0165;16
SPD;www.sueddeutsche.de;Frank-Walter Steinmeier;612;-0.0824;-82
SPD;www.sueddeutsche.de;Franziska Giffey;50;-0.1008;-100
SPD;www.sueddeutsche.de;Heiko Maas;407;-0.113;-113
SPD;www.sueddeutsche.de;Hubertus Heil;132;-0.0411;-41
SPD;www.sueddeutsche.de;Jusos;132;-0.0096;-9
SPD;www.sueddeutsche.de;Katarina Barley;259;-0.0707;-70
SPD;www.sueddeutsche.de;Lars Klingbeil;129;-0.0332;-33
SPD;www.sueddeutsche.de;Malu Dreyer;342;-0.0523;-52
SPD;www.sueddeutsche.de;Manuela Schwesig;316;-0.0333;-33
SPD;www.sueddeutsche.de;Martin Schulz;2455;-0.0581;-58
SPD;www.sueddeutsche.de;Michael Müller;305;-0.0737;-73
SPD;www.sueddeutsche.de;Natascha Kohnen;259;-0.0497;-49
SPD;www.sueddeutsche.de;Olaf Scholz;579;-0.0581;-58
SPD;www.sueddeutsche.de;Peter Tschentscher;42;-0.0232;-23
SPD;www.sueddeutsche.de;Ralf Stegner;266;-0.0536;-53
SPD;www.sueddeutsche.de;SPD;7158;-0.0496;-49
SPD;www.sueddeutsche.de;Sigmar Gabriel;1098;-0.0922;-92
SPD;www.sueddeutsche.de;Stephan Weil;245;-0.0275;-27
SPD;www.sueddeutsche.de;Svenja Schulze;40;-0.0853;-85
SPD;www.sueddeutsche.de;Thomas Oppermann;127;-0.1139;-113
SPD;www.sueddeutsche.de;Thorsten Schäfer-Gümbel;169;-0.0222;-22
SPD;www.tagesschau.de;Andrea Nahles;406;-0.0385;-38
SPD;www.tagesschau.de;Barbara Hendricks;118;-0.0698;-69
SPD;www.tagesschau.de;Frank-Walter Steinmeier;224;-0.1268;-126
SPD;www.tagesschau.de;Heiko Maas;300;-0.157;-157
SPD;www.tagesschau.de;Hubertus Heil;149;-0.0082;-8
SPD;www.tagesschau.de;Jusos;32;-0.1283;-128
SPD;www.tagesschau.de;Katarina Barley;87;-0.072;-72
SPD;www.tagesschau.de;Lars Klingbeil;106;-0.0191;-19
SPD;www.tagesschau.de;Malu Dreyer;59;0.0645;64
SPD;www.tagesschau.de;Manuela Schwesig;72;0.0202;20
SPD;www.tagesschau.de;Martin Schulz;722;-0.0603;-60
SPD;www.tagesschau.de;Olaf Scholz;166;-0.0409;-40
SPD;www.tagesschau.de;Ralf Stegner;80;-0.0463;-46
SPD;www.tagesschau.de;SPD;1350;-0.0547;-54
SPD;www.tagesschau.de;Sigmar Gabriel;310;-0.0967;-96
SPD;www.tagesschau.de;Thomas Oppermann;57;-0.1339;-133
SPD;www.tagesschau.de;Thorsten Schäfer-Gümbel;34;-0.0465;-46
SPD;www.tagesspiegel.de;Andrea Nahles;467;-0.0445;-44
SPD;www.tagesspiegel.de;Barbara Hendricks;160;-0.0579;-57
SPD;www.tagesspiegel.de;Brigitte Zypries;120;0.0055;5
SPD;www.tagesspiegel.de;Carsten Schneider;45;-0.1006;-100
SPD;www.tagesspiegel.de;Dietmar Woidke;113;-0.0635;-63
SPD;www.tagesspiegel.de;Eva Högl;93;-0.0525;-52
SPD;www.tagesspiegel.de;Frank-Walter Steinmeier;502;-0.0998;-99
SPD;www.tagesspiegel.de;Franziska Giffey;113;-0.0047;-4
SPD;www.tagesspiegel.de;Heiko Maas;347;-0.2065;-206
SPD;www.tagesspiegel.de;Hubertus Heil;89;-0.0168;-16
SPD;www.tagesspiegel.de;Jusos;39;-0.007;-7
SPD;www.tagesspiegel.de;Katarina Barley;141;-0.109;-109
SPD;www.tagesspiegel.de;Lars Klingbeil;73;-0.0895;-89
SPD;www.tagesspiegel.de;Malu Dreyer;87;-0.0046;-4
SPD;www.tagesspiegel.de;Manuela Schwesig;167;-0.0706;-70
SPD;www.tagesspiegel.de;Martin Schulz;1865;-0.0711;-71
SPD;www.tagesspiegel.de;Michael Müller;593;-0.0615;-61
SPD;www.tagesspiegel.de;Olaf Scholz;336;-0.0835;-83
SPD;www.tagesspiegel.de;Peer Steinbrück;40;-0.0874;-87
SPD;www.tagesspiegel.de;Ralf Stegner;127;-0.1353;-135
SPD;www.tagesspiegel.de;SPD;4382;-0.078;-77
SPD;www.tagesspiegel.de;Sigmar Gabriel;1157;-0.099;-98
SPD;www.tagesspiegel.de;Stephan Weil;96;-0.0737;-73
SPD;www.tagesspiegel.de;Thomas Oppermann;157;-0.1124;-112
SPD;www.tagesspiegel.de;Thorsten Schäfer-Gümbel;55;0.0153;15
SPD;www.taz.de;Andrea Nahles;507;-0.0838;-83
SPD;www.taz.de;Barbara Hendricks;213;-0.0302;-30
SPD;www.taz.de;Brigitte Zypries;102;-0.0479;-47
SPD;www.taz.de;Carsten Schneider;34;-0.0824;-82
SPD;www.taz.de;Carsten Sieling;70;-0.0621;-62
SPD;www.taz.de;Eva Högl;57;-0.0773;-77
SPD;www.taz.de;Frank-Walter Steinmeier;476;-0.1562;-156
SPD;www.taz.de;Franziska Giffey;63;-0.0529;-52
SPD;www.taz.de;Heiko Maas;363;-0.1873;-187
SPD;www.taz.de;Hubertus Heil;64;-0.0954;-95
SPD;www.taz.de;Johannes Kahrs;37;-0.1041;-104
SPD;www.taz.de;Jungsozialisten;32;-0.1443;-144
SPD;www.taz.de;Jusos;90;-0.0755;-75
SPD;www.taz.de;Karl Lauterbach;35;-0.1073;-107
SPD;www.taz.de;Katarina Barley;115;-0.0554;-55
SPD;www.taz.de;Lars Klingbeil;52;-0.0268;-26
SPD;www.taz.de;Malu Dreyer;65;-0.0801;-80
SPD;www.taz.de;Manuela Schwesig;185;-0.1202;-120
SPD;www.taz.de;Martin Schulz;1527;-0.0928;-92
SPD;www.taz.de;Michael Müller;240;-0.0781;-78
SPD;www.taz.de;Olaf Scholz;497;-0.1282;-128
SPD;www.taz.de;Peer Steinbrück;120;-0.1474;-147
SPD;www.taz.de;Ralf Stegner;183;-0.1238;-123
SPD;www.taz.de;SPD;4935;-0.0979;-97
SPD;www.taz.de;Sigmar Gabriel;975;-0.1185;-118
SPD;www.taz.de;Stephan Weil;101;-0.1244;-124
SPD;www.taz.de;Thomas Oppermann;125;-0.1323;-132
SPD;www.taz.de;Thorsten Schäfer-Gümbel;50;-0.1039;-103
SPD;www.unsere-zeit.de;Martin Schulz;134;-0.0424;-42
SPD;www.unsere-zeit.de;SPD;272;-0.132;-131
SPD;www.unsere-zeit.de;Sigmar Gabriel;70;-0.1579;-157
SPD;www.vorwaerts.de;Andrea Nahles;267;-0.035;-34
SPD;www.vorwaerts.de;Frank-Walter Steinmeier;76;-0.0075;-7
SPD;www.vorwaerts.de;Heiko Maas;103;-0.1381;-138
SPD;www.vorwaerts.de;Hubertus Heil;59;-0.0232;-23
SPD;www.vorwaerts.de;Jusos;47;0.0114;11
SPD;www.vorwaerts.de;Katarina Barley;105;-0.0756;-75
SPD;www.vorwaerts.de;Lars Klingbeil;80;-0.0258;-25
SPD;www.vorwaerts.de;Malu Dreyer;60;-0.0158;-15
SPD;www.vorwaerts.de;Manuela Schwesig;102;0.0045;4
SPD;www.vorwaerts.de;Martin Schulz;834;-0.0323;-32
SPD;www.vorwaerts.de;Olaf Scholz;77;-0.045;-44
SPD;www.vorwaerts.de;Ralf Stegner;84;-0.1045;-104
SPD;www.vorwaerts.de;SPD;1739;-0.0379;-37
SPD;www.vorwaerts.de;Sigmar Gabriel;259;-0.0508;-50
SPD;www.vorwaerts.de;Thomas Oppermann;78;-0.1145;-114
SPD;www.vorwaerts.de;Thorsten Schäfer-Gümbel;99;0.0195;19
SPD;www.welt.de;Andrea Nahles;1480;-0.0643;-64
SPD;www.welt.de;Barbara Hendricks;499;-0.0664;-66
SPD;www.welt.de;Brigitte Zypries;375;-0.0648;-64
SPD;www.welt.de;Burkhard Lischka;76;-0.1299;-129
SPD;www.welt.de;Carsten Schneider;78;-0.107;-107
SPD;www.welt.de;Carsten Sieling;73;-0.0571;-57
SPD;www.welt.de;Dietmar Woidke;163;-0.0888;-88
SPD;www.welt.de;Eva Högl;60;-0.1215;-121
SPD;www.welt.de;Frank-Walter Steinmeier;1086;-0.1055;-105
SPD;www.welt.de;Franziska Giffey;101;-0.1244;-124
SPD;www.welt.de;Heiko Maas;952;-0.2404;-240
SPD;www.welt.de;Hilde Mattheis;43;-0.0657;-65
SPD;www.welt.de;Hubertus Heil;250;-0.0808;-80
SPD;www.welt.de;Johannes Kahrs;74;-0.2254;-225
SPD;www.welt.de;Jungsozialisten;42;-0.099;-98
SPD;www.welt.de;Jusos;195;-0.0815;-81
SPD;www.welt.de;Karl Lauterbach;71;-0.172;-171
SPD;www.welt.de;Katarina Barley;557;-0.091;-90
SPD;www.welt.de;Lars Klingbeil;317;-0.0516;-51
SPD;www.welt.de;Malu Dreyer;659;-0.0688;-68
SPD;www.welt.de;Manuela Schwesig;645;-0.0504;-50
SPD;www.welt.de;Martin Schulz;4866;-0.0943;-94
SPD;www.welt.de;Matthias Miersch;48;-0.12;-119
SPD;www.welt.de;Michael Müller;324;-0.0846;-84
SPD;www.welt.de;Michael Roth;36;-0.0865;-86
SPD;www.welt.de;Natascha Kohnen;212;-0.0067;-6
SPD;www.welt.de;Niels Annen;36;-0.1868;-186
SPD;www.welt.de;Olaf Scholz;1441;-0.0765;-76
SPD;www.welt.de;Peer Steinbrück;85;-0.119;-119
SPD;www.welt.de;Peter Tschentscher;120;-0.0103;-10
SPD;www.welt.de;Ralf Stegner;778;-0.1558;-155
SPD;www.welt.de;SPD;11109;-0.0926;-92
SPD;www.welt.de;Sigmar Gabriel;2175;-0.1235;-123
SPD;www.welt.de;Stephan Weil;446;-0.1032;-103
SPD;www.welt.de;Svenja Schulze;51;-0.0603;-60
SPD;www.welt.de;Thomas Oppermann;349;-0.1336;-133
SPD;www.welt.de;Thorsten Schäfer-Gümbel;276;-0.0776;-77
SPD;www.zeit.de;Andrea Nahles;1019;-0.0775;-77
SPD;www.zeit.de;Aydan Özoğuz;39;-0.2368;-236
SPD;www.zeit.de;Barbara Hendricks;350;-0.0578;-57
SPD;www.zeit.de;Brigitte Zypries;237;-0.0716;-71
SPD;www.zeit.de;Burkhard Lischka;36;-0.2351;-235
SPD;www.zeit.de;Carsten Schneider;44;-0.1067;-106
SPD;www.zeit.de;Dietmar Woidke;32;-0.1229;-122
SPD;www.zeit.de;Eva Högl;41;-0.1526;-152
SPD;www.zeit.de;Frank-Walter Steinmeier;632;-0.1262;-126
SPD;www.zeit.de;Franziska Giffey;67;-0.1638;-163
SPD;www.zeit.de;Heiko Maas;764;-0.1755;-175
SPD;www.zeit.de;Hubertus Heil;166;-0.0852;-85
SPD;www.zeit.de;Johannes Kahrs;40;-0.2015;-201
SPD;www.zeit.de;Jusos;95;-0.1341;-134
SPD;www.zeit.de;Karl Lauterbach;40;-0.1196;-119
SPD;www.zeit.de;Katarina Barley;414;-0.1052;-105
SPD;www.zeit.de;Lars Klingbeil;164;-0.0731;-73
SPD;www.zeit.de;Malu Dreyer;231;-0.1134;-113
SPD;www.zeit.de;Manuela Schwesig;346;-0.1099;-109
SPD;www.zeit.de;Martin Schulz;2825;-0.0987;-98
SPD;www.zeit.de;Matthias Miersch;38;-0.0655;-65
SPD;www.zeit.de;Michael Müller;129;-0.0868;-86
SPD;www.zeit.de;Natascha Kohnen;71;-0.0939;-93
SPD;www.zeit.de;Olaf Scholz;768;-0.0864;-86
SPD;www.zeit.de;Peer Steinbrück;76;-0.224;-223
SPD;www.zeit.de;Ralf Stegner;282;-0.0567;-56
SPD;www.zeit.de;SPD;5921;-0.0935;-93
SPD;www.zeit.de;Sigmar Gabriel;1484;-0.149;-149
SPD;www.zeit.de;Stephan Weil;183;-0.0646;-64
SPD;www.zeit.de;Svenja Schulze;39;-0.08;-79
SPD;www.zeit.de;Thomas Oppermann;201;-0.1408;-140
SPD;www.zeit.de;Thorsten Schäfer-Gümbel;95;-0.1405;-140
fraktionslos;www.afdkompakt.de;Frauke Petry;34;-0.1173;-117
fraktionslos;www.bild.de;Frauke Petry;493;-0.1239;-123
fraktionslos;www.faz.net;Erika Steinbach;37;-0.0635;-63
fraktionslos;www.faz.net;Frauke Petry;406;-0.1126;-112
fraktionslos;www.focus.de;Erika Steinbach;73;-0.1943;-194
fraktionslos;www.focus.de;Frauke Petry;932;-0.2246;-224
fraktionslos;www.fr.de;Erika Steinbach;43;-0.1419;-141
fraktionslos;www.fr.de;Frauke Petry;395;-0.1332;-133
fraktionslos;www.handelsblatt.de;Frauke Petry;172;-0.1767;-176
fraktionslos;www.huffingtonpost.de;Erika Steinbach;53;-0.1344;-134
fraktionslos;www.huffingtonpost.de;Frauke Petry;384;-0.1723;-172
fraktionslos;www.jungefreiheit.de;Frauke Petry;117;-0.2484;-248
fraktionslos;www.jungewelt.de;Frauke Petry;53;-0.0933;-93
fraktionslos;www.n-tv.de;Frauke Petry;592;-0.1112;-111
