Susanna Karawanskij;Susanna;Karawanskij;Die Linke;member of federal parliament 1
Susanne Ferschl;Susanne;Ferschl;Die Linke;member of federal parliament 2
Susanne Mittag;Susanne;Mittag;SPD;member of federal parliament 1
Sven Lehmann;Sven;Lehmann;Die Grünen;member of federal parliament 2
Sven Volmering;Sven;Volmering;CDU;member of federal parliament 1
Sven-Christian Kindler;Sven-Christian;Kindler;Die Grünen;member of federal parliament 1
Svenja Stadler;Svenja;Stadler;SPD;member of federal parliament 1
Swen Schulz;Swen;Schulz;SPD;member of federal parliament 2
Swen Schulz ;Swen;Schulz;SPD;member of federal parliament 1
Sybille Benning;Sybille;Benning;CDU;member of federal parliament 1
Sylvia Gabelmann;Sylvia;Gabelmann;Die Linke;member of federal parliament 2
Sylvia Jörrißen;Sylvia;Jörrißen;CDU;member of federal parliament 1
Sylvia Kotting-Uhl;Sylvia;Kotting-Uhl;Die Grünen;member of federal parliament 1
Sylvia Pantel;Sylvia;Pantel;CDU;member of federal parliament 1
Tabea Rößner;Tabea;Rößner;Die Grünen;member of federal parliament 1
Tankred Schipanski;Tankred;Schipanski;CDU;member of federal parliament 1
Theo Waigel;Theo;Waigel;CSU;honorary chairperson
Thomas Bareiß;Thomas;Bareiß;CDU;member of federal parliament 1
Thomas Dörflinger;Thomas;Dörflinger;CDU;member of federal parliament 1
Thomas Ehrhorn;Thomas;Ehrhorn;AfD;member of federal parliament 2
Thomas Erndl;Thomas;Erndl;CSU;member of federal parliament 2
Thomas Feist;Thomas;Feist;CDU;member of federal parliament 1
Thomas Gambke;Thomas;Gambke;Die Grünen;member of federal parliament 1
Thomas Gebhart;Thomas;Gebhart;CDU;member of federal parliament 1
Thomas Hacker;Thomas;Hacker;FDP;member of federal parliament 2
Thomas Heilmann;Thomas;Heilmann;CDU;member of federal parliament 2
Thomas Hitschler;Thomas;Hitschler;SPD;member of federal parliament 1
Thomas Jarzombek;Thomas;Jarzombek;CDU;member of federal parliament 1
Thomas Jepsen;Thomas;Jepsen;CDU;member of federal parliament 1
Thomas Jurk;Thomas;Jurk;SPD;member of federal parliament 1
Thomas L. Kemmerich;Thomas;Kemmerich;FDP;member of federal parliament 2
Thomas Lutze;Thomas;Lutze;Die Linke;member of federal parliament 1
Thomas Mahlberg;Thomas;Mahlberg;CDU;member of federal parliament 1
Thomas Nord;Thomas;Nord;Die Linke;member of federal parliament 1
Thomas Oppermann;Thomas;Oppermann;SPD;member of federal parliament 1
Thomas Rachel;Thomas;Rachel;CDU;member of federal parliament 1
Thomas Sattelberger;Thomas;Sattelberger;FDP;member of federal parliament 2
Thomas Seitz;Thomas;Seitz;AfD;member of federal parliament 2
Thomas Silberhorn;Thomas;Silberhorn;CSU;member of federal parliament 1
Thomas Stritzl;Thomas;Stritzl;CDU;member of federal parliament 1
Thomas Viesehon;Thomas;Viesehon;CDU;member of federal parliament 1
Thorsten Frei;Thorsten;Frei;CDU;member of federal parliament 1
Thorsten Hoffmann ;Thorsten;Hoffmann;CDU;member of federal parliament 1
Till Mansmann;Till;Mansmann;FDP;member of federal parliament 2
Tim Ostermann;Tim;Ostermann;CDU;member of federal parliament 1
Timon Gremmels;Timon;Gremmels;SPD;member of federal parliament 2
Tino Chrupalla;Tino;Chrupalla;AfD;member of federal parliament 2
Tino Sorge;Tino;Sorge;CDU;member of federal parliament 1
Tobias Lindner;Tobias;Lindner;Die Grünen;member of federal parliament 1
Tobias Peterka;Tobias;Peterka;AfD;member of federal parliament 2
Tobias Zech;Tobias;Zech;CSU;member of federal parliament 1
Tom Koenigs;Tom;Koenigs;Die Grünen;member of federal parliament 1
Torbjörn Kartes;Torbjörn;Kartes;CDU;member of federal parliament 2
Torsten Herbst;Torsten;Herbst;FDP;member of federal parliament 2
Torsten Schweiger;Torsten;Schweiger;CDU;member of federal parliament 2
Uda Heller;Uda;Heller;CDU;member of federal parliament 1
Udo Hemmelgarn;Udo;Hemmelgarn;AfD;member of federal parliament 2
Udo Schiefner;Udo;Schiefner;SPD;member of federal parliament 1
Uli Grötsch;Uli;Grötsch;SPD;member of federal parliament 1
Ulla Ihnen;Ulla;Ihnen;FDP;member of federal parliament 2
Ulla Jelpke;Ulla;Jelpke;Die Linke;member of federal parliament 1
Ulla Schmidt;Ulla;Schmidt;SPD;member of federal parliament 2
Ulle Schauws;Ulle;Schauws;Die Grünen;member of federal parliament 2
Ulli Nissen;Ulli;Nissen;SPD;member of federal parliament 1
Ulrich Freese;Ulrich;Freese;SPD;member of federal parliament 1
Ulrich Hampel;Ulrich;Hampel;SPD;member of federal parliament 1
Ulrich Kelber;Ulrich;Kelber;SPD;member of federal parliament 1
Ulrich Lange;Ulrich;Lange;CSU;member of federal parliament 1
Ulrich Lechte;Ulrich;Lechte;FDP;member of federal parliament 2
Ulrich Oehme;Ulrich;Oehme;AfD;member of federal parliament 2
Ulrich Petzold;Ulrich;Petzold;CDU;member of federal parliament 1
Ulrike Bahr;Ulrike;Bahr;SPD;member of federal parliament 1
Ulrike Gottschalck;Ulrike;Gottschalck;SPD;member of federal parliament 1
Ulrike Schielke-Ziesing;Ulrike;Schielke-Ziesing;AfD;member of federal parliament 2
Ursula Groden-Kranich;Ursula;Groden-Kranich;CDU;member of federal parliament 1
Ursula Schauws;Ursula;Schauws;Die Grünen;member of federal parliament 1
Ursula Schulte;Ursula;Schulte;SPD;member of federal parliament 1
Ute Bertram;Ute;Bertram;CDU;member of federal parliament 1
Ute Finckh-Krämer;Ute;Finckh-Krämer;SPD;member of federal parliament 1
Ute Vogt;Ute;Vogt;SPD;member of federal parliament 1
Uwe Beckmeyer;Uwe;Beckmeyer;SPD;member of federal parliament 1
Uwe Feiler;Uwe;Feiler;CDU;member of federal parliament 1
Uwe Kamann;Uwe;Kamann;AfD;member of federal parliament 2
Uwe Kekeritz;Uwe;Kekeritz;Die Grünen;member of federal parliament 1
Uwe Lagosky;Uwe;Lagosky;CDU;member of federal parliament 1
Uwe Schmidt;Uwe;Schmidt;SPD;member of federal parliament 2
Uwe Schulz;Uwe;Schulz;AfD;member of federal parliament 2
Uwe Schummer;Uwe;Schummer;CDU;member of federal parliament 1
Uwe Witt;Uwe;Witt;AfD;member of federal parliament 2
Valerie Wilms;Valerie;Wilms;Die Grünen;member of federal parliament 1
Verena Hartmann;Verena;Hartmann;AfD;member of federal parliament 2
Veronika Bellmann;Veronika;Bellmann;CDU;member of federal parliament 1
Victor Perli;Victor;Perli;Die Linke;member of federal parliament 2
Volker Beck ;Volker;Beck;Die Grünen;member of federal parliament 1
Volker Kauder;Volker;Kauder;CDU;member of federal parliament 1
Volker Michael Ullrich;Volker Michael;Ullrich;CSU;member of federal parliament 1
Volker Mosblech;Volker;Mosblech;CDU;member of federal parliament 1
Volker Münz;Volker;Münz;AfD;member of federal parliament 2
Volker Ullrich;Volker;Ullrich;CSU;member of federal parliament 2
Volkmar Klein;Volkmar;Klein;CDU;member of federal parliament 1
Volkmar Vogel;Volkmar;Vogel;CDU;member of federal parliament 2
Volkmar Vogel ;Volkmar;Vogel;CDU;member of federal parliament 1
Waldemar Herdt;Waldemar;Herdt;AfD;member of federal parliament 2
Waldemar Westermayer;Waldemar;Westermayer;CDU;member of federal parliament 1
Walter Scheel;Walter;Scheel;FDP;honorary chairperson
Waltraud Wolff ;Waltraud;Wolff;SPD;member of federal parliament 1
Wiebke Esdar;Wiebke;Esdar;SPD;member of federal parliament 2
Wieland Schinnenburg;Wieland;Schinnenburg;FDP;member of federal parliament 2
Wilfried Lorenz;Wilfried;Lorenz;CDU;member of federal parliament 1
Wilfried Oellers;Wilfried;Oellers;CDU;member of federal parliament 1
Wilhelm Priesmeier;Wilhelm;Priesmeier;SPD;member of federal parliament 1
Wilhelm von Gottberg;Wilhelm;von Gottberg;AfD;member of federal parliament 2
Willi Brase;Willi;Brase;SPD;member of federal parliament 1
Willy Brandt;Willy;Brandt;SPD;honorary chairperson
Wolfgang Bosbach;Wolfgang;Bosbach;CDU;member of federal parliament 1
Wolfgang Gehrcke;Wolfgang;Gehrcke;Die Linke;member of federal parliament 1
Wolfgang Gunkel;Wolfgang;Gunkel;SPD;member of federal parliament 1
Wolfgang Hellmich;Wolfgang;Hellmich;SPD;member of federal parliament 1
Wolfgang Stefinger;Wolfgang;Stefinger;CSU;member of federal parliament 1
Wolfgang Strengmann-Kuhn;Wolfgang;Strengmann-Kuhn;Die Grünen;member of federal parliament 1
Wolfgang Tiefensee;Wolfgang;Tiefensee;SPD;member of federal parliament 1
Wolfgang Wiehle;Wolfgang;Wiehle;AfD;member of federal parliament 2
Xaver Jung;Xaver;Jung;CDU;member of federal parliament 1
Yasmin Fahimi;Yasmin;Fahimi;SPD;member of federal parliament 2
Yvonne Magwas;Yvonne;Magwas;CDU;member of federal parliament 1
Zaklin Nastic;Zaklin;Nastic;Die Linke;member of federal parliament 2
